sentences,ground_truth,total_words,bert_raw,bert_prediction,bert_successes,bert_prediction_length
"['NYMEX', 'gasoline', 'for', 'January', 'delivery', 'climbed', '0.12', 'cents', 'a', 'gallon', 'to', '69.80', 'cents', 'as', 'a', 'light', '33', 'lots', 'traded', 'in', 'the', 'nearby', 'month', 'and', '35', 'moved', 'overall', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,"[{'entity': 'B-ORG', 'score': 0.5281337, 'index': 1, 'word': 'NY', 'start': 0, 'end': 2}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",27,28
"['January', 'crude', 'was', 'barely', 'changed', 'from', 'its', 'settlement', ',', 'edging', 'up', 'one', 'cent', 'to', '$', '25.66', 'a', 'barrel', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",19,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",19,19
"['About', '350', 'lots', 'were', 'traded', 'for', 'January', 'and', '870', 'in', 'all', 'months', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,13
"['--', 'David', 'Brinkerhoff', ',', 'Los', 'Angeles', 'bureau', '+1', '213', '380', '2014']","[0, 1, 2, 0, 5, 6, 0, 0, 0, 0, 0]",11,"[{'entity': 'B-PER', 'score': 0.9998099, 'index': 3, 'word': 'David', 'start': 3, 'end': 8}, {'entity': 'I-PER', 'score': 0.99981016, 'index': 4, 'word': 'B', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.99874485, 'index': 5, 'word': '##rin', 'start': 10, 'end': 13}, {'entity': 'I-PER', 'score': 0.99858415, 'index': 6, 'word': '##ker', 'start': 13, 'end': 16}, {'entity': 'I-PER', 'score': 0.9995665, 'index': 7, 'word': '##hoff', 'start': 16, 'end': 20}, {'entity': 'B-LOC', 'score': 0.99443674, 'index': 9, 'word': 'Los', 'start': 23, 'end': 26}, {'entity': 'I-LOC', 'score': 0.998175, 'index': 10, 'word': 'Angeles', 'start': 27, 'end': 34}]","[0, 1, 2, 0, 5, 6, 0, 0, 0, 0, 0]",11,11
"['U.S.', 'blasts', 'release', 'of', 'convicted', 'bomber', '.']","[5, 0, 0, 0, 0, 0, 0]",7,"[{'entity': 'B-LOC', 'score': 0.999655, 'index': 1, 'word': 'U', 'start': 0, 'end': 1}, {'entity': 'I-LOC', 'score': 0.99798906, 'index': 2, 'word': '.', 'start': 1, 'end': 2}, {'entity': 'I-LOC', 'score': 0.99886996, 'index': 3, 'word': 'S', 'start': 2, 'end': 3}, {'entity': 'I-LOC', 'score': 0.98294234, 'index': 4, 'word': '.', 'start': 3, 'end': 4}]","[5, 0, 0, 0, 0, 0, 0]",7,7
"['WASHINGTON', '1996-12-05']","[5, 0]",2,"[{'entity': 'B-LOC', 'score': 0.99956423, 'index': 1, 'word': 'WA', 'start': 0, 'end': 2}, {'entity': 'I-LOC', 'score': 0.9976246, 'index': 2, 'word': '##S', 'start': 2, 'end': 3}, {'entity': 'I-LOC', 'score': 0.96736723, 'index': 3, 'word': '##H', 'start': 3, 'end': 4}, {'entity': 'I-LOC', 'score': 0.997174, 'index': 4, 'word': '##ING', 'start': 4, 'end': 7}, {'entity': 'I-LOC', 'score': 0.98880684, 'index': 5, 'word': '##TO', 'start': 7, 'end': 9}, {'entity': 'I-LOC', 'score': 0.9853644, 'index': 6, 'word': '##N', 'start': 9, 'end': 10}]","[5, 0]",2,2
"['The', 'United', 'States', 'Thursday', 'blasted', 'the', 'release', 'from', 'a', 'Greek', 'prison', 'of', 'a', 'Palestinian', 'guerrilla', 'convicted', 'of', 'bombing', 'an', 'airliner', 'and', 'killing', 'a', 'teenager', 'in', '1982', ',', 'saying', 'the', 'move', '""', 'does', 'not', 'make', 'sense', '.', '""']","[0, 5, 6, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",37,"[{'entity': 'B-LOC', 'score': 0.99966764, 'index': 2, 'word': 'United', 'start': 4, 'end': 10}, {'entity': 'I-LOC', 'score': 0.99912506, 'index': 3, 'word': 'States', 'start': 11, 'end': 17}, {'entity': 'B-MISC', 'score': 0.99975735, 'index': 10, 'word': 'Greek', 'start': 54, 'end': 59}, {'entity': 'B-MISC', 'score': 0.9994923, 'index': 14, 'word': 'Palestinian', 'start': 72, 'end': 83}]","[0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",35,37
"['""', 'All', 'of', 'us', 'who', 'have', 'been', 'victimised', 'by', 'terrorists', '...', 'need', 'to', 'stand', 'together', 'against', 'terrorists', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18,18
"['We', 'ca', ""n't"", 'let', 'terrorists', 'out', 'of', 'jail', 'when', 'they', 'are', 'a', 'danger', 'to', 'civilians', 'all', 'around', 'the', 'world', ',', '""', 'State', 'Department', 'spokesman', 'Nicholas', 'Burns', 'said', '.', ""'""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 1, 2, 0, 0, 0]",29,"[{'entity': 'B-ORG', 'score': 0.9989924, 'index': 24, 'word': 'State', 'start': 98, 'end': 103}, {'entity': 'I-ORG', 'score': 0.9987251, 'index': 25, 'word': 'Department', 'start': 104, 'end': 114}, {'entity': 'B-PER', 'score': 0.9997304, 'index': 27, 'word': 'Nicholas', 'start': 125, 'end': 133}, {'entity': 'I-PER', 'score': 0.9996636, 'index': 28, 'word': 'Burns', 'start': 134, 'end': 139}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 1, 2, 0, 0, 0]",29,29
"['Mohammed', 'Rashid', '""', 'is', 'a', 'terrorist', 'who', 'deserves', 'to', 'be', 'behind', 'bars', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,"[{'entity': 'B-PER', 'score': 0.9997309, 'index': 1, 'word': 'Mohammed', 'start': 0, 'end': 8}, {'entity': 'I-PER', 'score': 0.9997147, 'index': 2, 'word': 'Rashid', 'start': 9, 'end': 15}]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,13
"['It', 'is', 'inexplicable', 'to', 'us', 'why', 'he', 'would', 'have', 'been', 'allowed', 'to', 'leave', 'Greece', 'before', 'serving', 'his', 'just', 'sentence', '...', 'This', 'is', 'an', 'incomprehensible', 'move', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,"[{'entity': 'B-LOC', 'score': 0.9998203, 'index': 18, 'word': 'Greece', 'start': 65, 'end': 71}]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,26
"['It', 'does', 'not', 'make', 'sense', ',', '""', 'Burns', 'told', 'a', 'news', 'briefing', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",13,"[{'entity': 'B-PER', 'score': 0.9990932, 'index': 8, 'word': 'Burns', 'start': 27, 'end': 32}]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",13,13
"['He', 'spoke', 'after', 'Rashid', 'left', 'Greece', 'Thursday', 'on', 'being', 'freed', 'from', 'prison', 'early', 'for', 'good', 'behaviour', 'after', 'serving', '8-1/2', 'years', '.']","[0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,"[{'entity': 'B-PER', 'score': 0.9995191, 'index': 4, 'word': 'Rashid', 'start': 15, 'end': 21}, {'entity': 'B-LOC', 'score': 0.99984634, 'index': 6, 'word': 'Greece', 'start': 27, 'end': 33}]","[0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21,21
"['The', 'Clinton', 'administration', ""'s"", 'strong', 'views', 'on', 'this', 'subject', 'have', 'been', 'conveyed', 'to', 'the', 'Greek', 'government', ',', 'Burns', 'said', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 0]",20,"[{'entity': 'B-PER', 'score': 0.99932563, 'index': 2, 'word': 'Clinton', 'start': 4, 'end': 11}, {'entity': 'B-MISC', 'score': 0.99973196, 'index': 16, 'word': 'Greek', 'start': 85, 'end': 90}, {'entity': 'B-PER', 'score': 0.99941576, 'index': 19, 'word': 'Burns', 'start': 104, 'end': 109}]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",19,20
"['Mahammad', 'Rashid', 'was', 'whisked', 'from', 'Korydallos', 'maximum', 'security', 'prison', 'just', 'outside', 'Athens', 'to', 'the', 'airport', 'where', 'he', 'boarded', 'a', 'regular', 'Olympic', 'Airways', 'flight', 'to', 'Cairo', 'where', 'he', 'would', 'transit', 'to', 'Tunis', 'and', 'the', 'former', 'Palestine', 'Liberation', 'Organisation', 'headquarters', '.']","[1, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 4, 4, 0, 0]",39,"[{'entity': 'B-PER', 'score': 0.9997366, 'index': 1, 'word': 'Ma', 'start': 0, 'end': 2}, {'entity': 'B-PER', 'score': 0.8737432, 'index': 2, 'word': '##ham', 'start': 2, 'end': 5}, {'entity': 'I-PER', 'score': 0.8997529, 'index': 3, 'word': '##mad', 'start': 5, 'end': 8}, {'entity': 'I-PER', 'score': 0.99967444, 'index': 4, 'word': 'Rashid', 'start': 9, 'end': 15}, {'entity': 'B-LOC', 'score': 0.99787176, 'index': 10, 'word': 'Ko', 'start': 33, 'end': 35}, {'entity': 'I-LOC', 'score': 0.9875979, 'index': 11, 'word': '##ry', 'start': 35, 'end': 37}, {'entity': 'I-LOC', 'score': 0.9807521, 'index': 12, 'word': '##dal', 'start': 37, 'end': 40}, {'entity': 'I-LOC', 'score': 0.9935563, 'index': 13, 'word': '##los', 'start': 40, 'end': 43}, {'entity': 'B-LOC', 'score': 0.99928623, 'index': 19, 'word': 'Athens', 'start': 81, 'end': 87}, {'entity': 'B-ORG', 'score': 0.994806, 'index': 28, 'word': 'Olympic', 'start': 130, 'end': 137}, {'entity': 'I-ORG', 'score': 0.99247193, 'index': 29, 'word': 'Airways', 'start': 138, 'end': 145}, {'entity': 'B-LOC', 'score': 0.9996542, 'index': 32, 'word': 'Cairo', 'start': 156, 'end': 161}, {'entity': 'B-LOC', 'score': 0.99919015, 'index': 38, 'word': 'Tu', 'start': 188, 'end': 190}, {'entity': 'I-LOC', 'score': 0.8233361, 'index': 39, 'word': '##nis', 'start': 190, 'end': 193}, {'entity': 'B-ORG', 'score': 0.9993881, 'index': 43, 'word': 'Palestine', 'start': 209, 'end': 218}, {'entity': 'I-ORG', 'score': 0.9994135, 'index': 44, 'word': 'Liberation', 'start': 219, 'end': 229}, {'entity': 'I-ORG', 'score': 0.99918514, 'index': 45, 'word': 'Organisation', 'start': 230, 'end': 242}]","[1, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 4, 4, 0, 0]",39,39
"['Rashid', ',', '46', ',', 'was', 'sentenced', 'to', '18', 'years', 'in', 'prison', 'by', 'a', 'Greek', 'court', 'in', '1992', 'after', 'being', 'convicted', 'of', 'premeditated', 'murder', 'in', 'the', 'mid-air', 'bombing', 'of', 'a', 'Pan', 'American', 'airliner', 'in', '1982', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0]",35,"[{'entity': 'B-PER', 'score': 0.9995515, 'index': 1, 'word': 'Rashid', 'start': 0, 'end': 6}, {'entity': 'B-MISC', 'score': 0.99975306, 'index': 14, 'word': 'Greek', 'start': 55, 'end': 60}, {'entity': 'B-MISC', 'score': 0.99588275, 'index': 34, 'word': 'Pan', 'start': 148, 'end': 151}, {'entity': 'I-MISC', 'score': 0.99667645, 'index': 35, 'word': 'American', 'start': 152, 'end': 160}]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",32,35
"['His', 'sentence', 'had', 'been', 'reduced', 'to', '15', 'years', 'in', '1993', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,11
"['A', 'parole', 'court', 'ruled', 'recently', 'that', 'Rashid', 'could', 'be', 'freed', 'after', 'serving', '8-1/2', 'years', ',', 'with', 'time', 'in', 'pre-trial', 'detention', 'counted', 'towards', 'his', 'term', ',', 'but', 'said', 'he', 'must', 'be', 'expelled', 'immediately', 'from', 'Greece', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]",35,"[{'entity': 'B-PER', 'score': 0.9995821, 'index': 7, 'word': 'Rashid', 'start': 35, 'end': 41}, {'entity': 'B-LOC', 'score': 0.9997975, 'index': 40, 'word': 'Greece', 'start': 191, 'end': 197}]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]",35,35
"['The', 'United', 'States', 'accuses', 'Rashid', 'of', 'belonging', 'to', 'the', 'May', '15', 'Palestinian', 'guerrilla', 'group', 'and', 'being', 'an', 'accomplished', 'student', 'of', 'master', 'Palestinian', 'bombmaker', 'Abu', 'Ibrahim', '.']","[0, 5, 6, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 2, 0]",26,"[{'entity': 'B-LOC', 'score': 0.9997273, 'index': 2, 'word': 'United', 'start': 4, 'end': 10}, {'entity': 'I-LOC', 'score': 0.9994267, 'index': 3, 'word': 'States', 'start': 11, 'end': 17}, {'entity': 'B-PER', 'score': 0.9993806, 'index': 7, 'word': 'Rashid', 'start': 26, 'end': 32}, {'entity': 'B-MISC', 'score': 0.9982231, 'index': 14, 'word': 'Palestinian', 'start': 60, 'end': 71}, {'entity': 'B-MISC', 'score': 0.9992454, 'index': 24, 'word': 'Palestinian', 'start': 132, 'end': 143}, {'entity': 'B-PER', 'score': 0.99965215, 'index': 27, 'word': 'Abu', 'start': 154, 'end': 157}, {'entity': 'I-PER', 'score': 0.9994281, 'index': 28, 'word': 'Ibrahim', 'start': 158, 'end': 165}]","[0, 5, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]",24,26
"['Three', 'FBI', 'agents', 'who', 'testified', 'against', 'Rashid', 'during', 'the', 'trial', ',', 'held', 'at', 'Korydallos', 'prison', ',', 'said', 'they', 'had', 'ample', 'evidence', 'against', 'Rashid', 'for', 'a', 'bomb', 'planted', 'on', 'a', 'Pan', 'American', 'plane', 'in', 'Brazil', 'in', '1982', 'and', 'a', 'mid-air', 'bomb', 'blast', 'on', 'a', 'TWA', 'airliner', 'approaching', 'Athens', 'in', '1986', 'which', 'killed', 'four', 'U.S.', 'citizens', '.']","[0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0]",55,"[{'entity': 'B-ORG', 'score': 0.99444443, 'index': 2, 'word': 'FBI', 'start': 6, 'end': 9}, {'entity': 'B-PER', 'score': 0.9994993, 'index': 7, 'word': 'Rashid', 'start': 39, 'end': 45}, {'entity': 'B-LOC', 'score': 0.9982027, 'index': 14, 'word': 'Ko', 'start': 73, 'end': 75}, {'entity': 'I-LOC', 'score': 0.98722523, 'index': 15, 'word': '##ry', 'start': 75, 'end': 77}, {'entity': 'I-LOC', 'score': 0.98769045, 'index': 16, 'word': '##dal', 'start': 77, 'end': 80}, {'entity': 'I-LOC', 'score': 0.99480325, 'index': 17, 'word': '##los', 'start': 80, 'end': 83}, {'entity': 'B-PER', 'score': 0.99950945, 'index': 26, 'word': 'Rashid', 'start': 130, 'end': 136}, {'entity': 'B-MISC', 'score': 0.98849314, 'index': 33, 'word': 'Pan', 'start': 161, 'end': 164}, {'entity': 'I-MISC', 'score': 0.9955071, 'index': 34, 'word': 'American', 'start': 165, 'end': 173}, {'entity': 'B-LOC', 'score': 0.9997168, 'index': 37, 'word': 'Brazil', 'start': 183, 'end': 189}, {'entity': 'B-ORG', 'score': 0.9990545, 'index': 49, 'word': 'T', 'start': 228, 'end': 229}, {'entity': 'I-ORG', 'score': 0.9930688, 'index': 50, 'word': '##WA', 'start': 229, 'end': 231}, {'entity': 'B-LOC', 'score': 0.9994684, 'index': 54, 'word': 'Athens', 'start': 253, 'end': 259}, {'entity': 'B-LOC', 'score': 0.99951863, 'index': 60, 'word': 'U', 'start': 286, 'end': 287}, {'entity': 'I-LOC', 'score': 0.99362636, 'index': 61, 'word': '.', 'start': 287, 'end': 288}, {'entity': 'I-LOC', 'score': 0.9983486, 'index': 62, 'word': 'S', 'start': 288, 'end': 289}, {'entity': 'I-LOC', 'score': 0.92906356, 'index': 63, 'word': '.', 'start': 289, 'end': 290}]","[0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0]",53,55
"['School', 'football', 'player', 'banned', 'for', 'slashing', 'opponents', '.']","[0, 0, 0, 0, 0, 0, 0, 0]",8,[],"[0, 0, 0, 0, 0, 0, 0, 0]",8,8
"['ALBUQUERQUE', ',', 'N.M.', '1996-12-05']","[5, 0, 5, 0]",4,"[{'entity': 'B-LOC', 'score': 0.99648476, 'index': 1, 'word': 'AL', 'start': 0, 'end': 2}, {'entity': 'I-LOC', 'score': 0.9954541, 'index': 2, 'word': '##B', 'start': 2, 'end': 3}, {'entity': 'I-LOC', 'score': 0.6214598, 'index': 3, 'word': '##U', 'start': 3, 'end': 4}, {'entity': 'I-LOC', 'score': 0.97466326, 'index': 4, 'word': '##Q', 'start': 4, 'end': 5}, {'entity': 'I-LOC', 'score': 0.9764084, 'index': 5, 'word': '##UE', 'start': 5, 'end': 7}, {'entity': 'I-LOC', 'score': 0.8982847, 'index': 6, 'word': '##R', 'start': 7, 'end': 8}, {'entity': 'I-LOC', 'score': 0.98921025, 'index': 7, 'word': '##Q', 'start': 8, 'end': 9}, {'entity': 'I-LOC', 'score': 0.9560454, 'index': 8, 'word': '##UE', 'start': 9, 'end': 11}, {'entity': 'B-LOC', 'score': 0.9278876, 'index': 10, 'word': 'N', 'start': 14, 'end': 15}, {'entity': 'I-LOC', 'score': 0.82034206, 'index': 11, 'word': '.', 'start': 15, 'end': 16}, {'entity': 'I-LOC', 'score': 0.99862254, 'index': 12, 'word': 'M', 'start': 16, 'end': 17}]","[5, 0, 0, 0]",3,4
"['A', 'New', 'Mexico', 'high', 'school', 'football', 'player', 'who', 'used', 'razor-sharp', 'helmet', 'buckles', 'to', 'slash', 'opponents', 'and', 'a', 'referee', 'was', 'expelled', 'from', 'high', 'school', 'banned', 'Thursday', 'from', 'competition', 'for', 'one', 'year', '.']","[0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",31,"[{'entity': 'B-LOC', 'score': 0.999567, 'index': 2, 'word': 'New', 'start': 2, 'end': 5}, {'entity': 'I-LOC', 'score': 0.9983552, 'index': 3, 'word': 'Mexico', 'start': 6, 'end': 12}]","[0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",31,31
"['Mike', 'Cito', ',', '17', ',', 'was', 'expelled', 'from', 'St', 'Pius', 'X', 'High', 'School', 'in', 'Albuquerque', 'after', 'an', 'October', 'game', 'in', 'which', 'he', 'used', 'the', 'sharpened', 'chin', 'strap', 'buckles', 'to', 'injure', 'two', 'opposing', 'players', 'and', 'the', 'referee', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",37,"[{'entity': 'B-PER', 'score': 0.99979275, 'index': 1, 'word': 'Mike', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.99971396, 'index': 2, 'word': 'C', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.99935395, 'index': 3, 'word': '##ito', 'start': 6, 'end': 9}, {'entity': 'B-ORG', 'score': 0.9364577, 'index': 10, 'word': 'St', 'start': 35, 'end': 37}, {'entity': 'I-ORG', 'score': 0.62245524, 'index': 11, 'word': 'Pius', 'start': 38, 'end': 42}, {'entity': 'I-ORG', 'score': 0.80770475, 'index': 12, 'word': 'X', 'start': 43, 'end': 44}, {'entity': 'I-ORG', 'score': 0.56346107, 'index': 14, 'word': 'School', 'start': 50, 'end': 56}, {'entity': 'B-LOC', 'score': 0.99342006, 'index': 16, 'word': 'Albuquerque', 'start': 60, 'end': 71}]","[1, 2, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",36,37
"['One', 'of', 'the', 'players', 'need', '10', 'stitches', 'to', 'a', 'cut', 'on', 'his', 'forearm', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,14
"['Officials', 'said', 'the', 'New', 'Mexico', 'Activities', 'Association', 'decided', 'to', 'bar', 'Cito', 'from', 'any', 'inter-scholastic', 'competition', 'until', 'next', 'October', ',', 'regardless', 'of', 'the', 'school', 'he', 'attends', '.']","[0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,"[{'entity': 'B-ORG', 'score': 0.9989668, 'index': 5, 'word': 'New', 'start': 19, 'end': 22}, {'entity': 'I-ORG', 'score': 0.99914575, 'index': 6, 'word': 'Mexico', 'start': 23, 'end': 29}, {'entity': 'I-ORG', 'score': 0.99929583, 'index': 7, 'word': 'Activities', 'start': 30, 'end': 40}, {'entity': 'I-ORG', 'score': 0.9991357, 'index': 8, 'word': 'Association', 'start': 41, 'end': 52}, {'entity': 'B-PER', 'score': 0.99927586, 'index': 12, 'word': 'C', 'start': 68, 'end': 69}, {'entity': 'B-PER', 'score': 0.9855834, 'index': 13, 'word': '##ito', 'start': 69, 'end': 72}]","[0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,26
"['Cito', ""'s"", 'father', ',', 'Stephen', 'Cito', ',', 'had', 'admitted', 'filing', 'the', 'metal', 'buckles', 'to', 'a', 'fine', 'edge', ',', 'saying', 'he', 'did', 'it', 'to', 'get', 'even', 'with', 'the', 'referee', 'and', 'with', 'players', 'who', 'had', 'roughed', 'up', 'his', 'son', 'in', 'a', 'previous', 'game', '.']","[1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",42,"[{'entity': 'B-PER', 'score': 0.9995554, 'index': 1, 'word': 'C', 'start': 0, 'end': 1}, {'entity': 'B-PER', 'score': 0.9687875, 'index': 2, 'word': '##ito', 'start': 1, 'end': 4}, {'entity': 'B-PER', 'score': 0.99964464, 'index': 7, 'word': 'Stephen', 'start': 17, 'end': 24}, {'entity': 'I-PER', 'score': 0.9988611, 'index': 8, 'word': 'C', 'start': 25, 'end': 26}, {'entity': 'I-PER', 'score': 0.99727696, 'index': 9, 'word': '##ito', 'start': 26, 'end': 29}]","[1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",42,42
"['Cyberspace', 'squabbles', 'overshadow', 'copyright', 'talks', '.']","[0, 0, 0, 0, 0, 0]",6,[],"[0, 0, 0, 0, 0, 0]",6,6
"['Elif', 'Kaban']","[1, 2]",2,"[{'entity': 'B-PER', 'score': 0.9994659, 'index': 1, 'word': 'Eli', 'start': 0, 'end': 3}, {'entity': 'B-PER', 'score': 0.72549635, 'index': 2, 'word': '##f', 'start': 3, 'end': 4}, {'entity': 'I-PER', 'score': 0.99972767, 'index': 3, 'word': 'Ka', 'start': 5, 'end': 7}]","[1, 0]",1,2
"['GENEVA', '1996-12-06']","[5, 0]",2,"[{'entity': 'B-LOC', 'score': 0.9994729, 'index': 1, 'word': 'GE', 'start': 0, 'end': 2}, {'entity': 'I-LOC', 'score': 0.9965294, 'index': 2, 'word': '##NE', 'start': 2, 'end': 4}, {'entity': 'I-LOC', 'score': 0.9715902, 'index': 3, 'word': '##VA', 'start': 4, 'end': 6}]","[5, 0]",2,2
